,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time,k_shape_clusters,k_means_softdtw_clusters
88,88,88,2,564.6763,831,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
89,89,89,3,564.6763,724,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,0
90,90,90,1,564.6763,809,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,3
91,91,91,2,564.6763,1008,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,0
92,92,92,1,564.6763,712,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
93,93,93,2,564.6763,1022,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,0
94,94,94,2,564.6763,937,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
95,95,95,2,564.6763,607,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,2
96,96,96,0,564.6763,844,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,0
97,97,97,3,564.6763,722,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,0
98,98,98,2,564.6763,760,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
99,99,99,1,564.6763,983,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,3
100,100,100,3,564.6763,667,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
101,101,101,2,564.6763,827,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
102,102,102,3,564.6763,828,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
103,103,103,2,564.6763,782,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
104,104,104,3,564.6763,736,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
105,105,105,2,564.6763,1092,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,2
106,106,106,0,564.6763,984,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
107,107,107,1,564.6763,886,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
108,108,108,3,564.6763,893,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
109,109,109,2,564.6763,775,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
110,110,110,3,564.6763,713,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
111,111,111,2,564.6763,846,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
112,112,112,2,564.6763,1066,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,3
113,113,113,3,564.6763,776,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,1
114,114,114,1,564.6763,1126,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,0
115,115,115,2,564.6763,986,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
116,116,116,2,564.6763,946,0,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,0
117,117,117,0,564.6763,777,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,1
118,118,118,3,564.6763,756,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
119,119,119,3,564.6763,927,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
120,120,120,3,564.6763,710,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,3
121,121,121,3,564.6763,698,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
122,122,122,0,564.6763,951,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,3
123,123,123,1,564.6763,860,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
124,124,124,1,564.6763,943,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
125,125,125,3,564.6763,1127,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
126,126,126,1,564.6763,738,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
127,127,127,0,564.6763,840,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,2
128,128,128,3,564.6763,823,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,1
129,129,129,0,564.6763,815,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
130,130,130,1,564.6763,994,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
131,131,131,3,564.6763,1142,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
132,132,132,0,564.6763,857,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,3
133,133,133,0,564.6763,1110,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
134,134,134,2,564.6763,720,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
135,135,135,3,564.6763,1098,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,0
136,136,136,0,564.6763,1123,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,0
137,137,137,2,564.6763,754,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,3
138,138,138,1,564.6763,1087,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,0
139,139,139,3,564.6763,803,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,0
140,140,140,1,564.6763,895,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
141,141,141,0,564.6763,1083,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
142,142,142,2,564.6763,979,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,2
143,143,143,1,564.6763,892,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
144,144,144,0,564.6763,713,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
145,145,145,3,564.6763,913,2,0,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,2
146,146,146,1,564.6763,1032,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,0
147,147,147,2,564.6763,899,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
148,148,148,1,564.6763,731,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
149,149,149,1,564.6763,708,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
150,150,150,3,564.6763,932,0,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,2
151,151,151,2,564.6763,958,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
152,152,152,1,564.6763,707,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
153,153,153,1,564.6763,879,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
154,154,154,2,564.6763,722,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
155,155,155,3,564.6763,976,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,0
156,156,156,1,564.6763,703,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
157,157,157,2,564.6763,1136,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,1
158,158,158,3,564.6763,739,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
159,159,159,3,564.6763,904,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,0
160,160,160,1,564.6763,834,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
161,161,161,2,564.6763,1001,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
162,162,162,0,564.6763,710,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,2
163,163,163,1,564.6763,988,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
164,164,164,2,564.6763,715,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
165,165,165,0,564.6763,849,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,0
166,166,166,1,564.6763,1041,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
167,167,167,2,564.6763,1093,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
168,168,168,3,564.6763,856,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
169,169,169,0,564.6763,937,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
170,170,170,0,564.6763,861,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,0
171,171,171,1,564.6763,991,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
172,172,172,1,564.6763,730,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
173,173,173,3,564.6763,843,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,0
174,174,174,2,564.6763,1040,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
175,175,175,0,564.6763,1068,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,3
176,176,176,1,564.6763,696,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
177,177,177,0,564.6763,866,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
178,178,178,3,564.6763,797,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
179,179,179,1,564.6763,948,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,0
180,180,180,1,564.6763,969,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
181,181,181,3,564.6763,746,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,1
182,182,182,1,564.6763,837,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,0
183,183,183,2,564.6763,848,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
184,184,184,2,564.6763,822,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,2
185,185,185,1,564.6763,1023,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
186,186,186,0,564.6763,756,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
187,187,187,3,564.6763,853,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
188,188,188,0,564.6763,874,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
189,189,189,1,564.6763,800,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
190,190,190,3,564.6763,749,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,2
191,191,191,1,564.6763,874,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
192,192,192,0,564.6763,829,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,2
193,193,193,3,564.6763,756,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,2
194,194,194,1,564.6763,885,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
195,195,195,2,564.6763,844,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
196,196,196,3,564.6763,1017,2,0,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
197,197,197,1,564.6763,779,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
198,198,198,3,564.6763,1114,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
199,199,199,0,564.6763,715,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
200,200,200,2,564.6763,877,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
201,201,201,2,564.6763,931,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,1
202,202,202,3,564.6763,787,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
203,203,203,2,564.6763,810,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
204,204,204,1,564.6763,759,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
205,205,205,2,564.6763,851,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
206,206,206,0,564.6763,1090,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,1
207,207,207,1,564.6763,919,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
208,208,208,1,564.6763,1027,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,3
209,209,209,0,564.6763,951,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,0
210,210,210,0,564.6763,745,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
211,211,211,0,564.6763,872,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
212,212,212,3,564.6763,1146,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
213,213,213,3,564.6763,784,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,1
214,214,214,1,564.6763,682,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
215,215,215,0,564.6763,1110,0,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,2
216,216,216,0,564.6763,881,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
217,217,217,0,564.6763,697,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,0
218,218,218,1,564.6763,812,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,1
219,219,219,2,564.6763,797,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
220,220,220,3,564.6763,1079,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
221,221,221,2,564.6763,799,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
222,222,222,3,564.6763,825,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,2
223,223,223,1,564.6763,1081,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,3
224,224,224,3,564.6763,1140,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,1
225,225,225,3,564.6763,721,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,2
226,226,226,3,564.6763,971,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,1
227,227,227,1,564.6763,839,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
228,228,228,0,564.6763,778,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
229,229,229,1,564.6763,1005,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,3
230,230,230,2,564.6763,793,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,2
231,231,231,0,564.6763,952,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
232,232,232,0,564.6763,717,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
233,233,233,3,564.6763,866,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,3
234,234,234,0,564.6763,721,0,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,2
235,235,235,0,564.6763,755,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,2
236,236,236,2,564.6763,756,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,0
237,237,237,2,564.6763,883,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,2,2
238,238,238,2,564.6763,1060,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
239,239,239,3,564.6763,1044,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,2,1
240,240,240,2,564.6763,708,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
241,241,241,2,564.6763,1043,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
242,242,242,2,564.6763,842,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
243,243,243,2,564.6763,707,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,2
244,244,244,3,564.6763,783,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,0
245,245,245,3,564.6763,810,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,2,1
246,246,246,3,564.6763,820,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
247,247,247,0,564.6763,711,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,2
248,248,248,1,564.6763,1124,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,2,1
