,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time,k_shape_clusters,k_means_softdtw_clusters
27,27,27,2,565.06553,912,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,3
28,28,28,2,565.06553,845,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
29,29,29,1,565.06553,1041,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,2
30,30,30,1,565.06553,784,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
31,31,31,3,565.06553,721,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,0
32,32,32,3,565.06553,690,3,0,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,3
33,33,33,1,565.06553,938,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
34,34,34,0,565.06553,774,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
35,35,35,1,565.06553,939,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,3,2
36,36,36,2,565.06553,784,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,3
37,37,37,0,565.06553,802,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
38,38,38,1,565.06553,1082,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
39,39,39,3,565.06553,948,3,2,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,3
40,40,40,0,565.06553,840,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
41,41,41,3,565.06553,784,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
42,42,42,3,565.06553,802,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
43,43,43,1,565.06553,880,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,3,3
44,44,44,2,565.06553,1096,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,0
45,45,45,3,565.06553,955,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,2
46,46,46,3,565.06553,826,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,1
47,47,47,0,565.06553,1108,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,3
48,48,48,1,565.06553,922,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,2
49,49,49,1,565.06553,974,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
50,50,50,2,565.06553,735,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
51,51,51,2,565.06553,1118,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,3
52,52,52,2,565.06553,723,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
53,53,53,3,565.06553,1007,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,3
54,54,54,2,565.06553,873,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,0
55,55,55,1,565.06553,1019,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,2
56,56,56,3,565.06553,753,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
57,57,57,0,565.06553,848,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,0
58,58,58,1,565.06553,882,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
59,59,59,0,565.06553,1007,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,1
60,60,60,0,565.06553,992,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,0
61,61,61,1,565.06553,1122,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,0
62,62,62,1,565.06553,759,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
63,63,63,2,565.06553,847,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,1
64,64,64,1,565.06553,805,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
65,65,65,0,565.06553,920,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,0
66,66,66,1,565.06553,933,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
67,67,67,2,565.06553,745,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
68,68,68,2,565.06553,724,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,3
69,69,69,2,565.06553,732,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
70,70,70,3,565.06553,811,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
71,71,71,0,565.06553,948,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,1
72,72,72,2,565.06553,975,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,1
73,73,73,3,565.06553,1039,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
74,74,74,1,565.06553,781,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,3
75,75,75,1,565.06553,886,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,0
76,76,76,1,565.06553,829,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,3
77,77,77,2,565.06553,915,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,3
78,78,78,3,565.06553,1030,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,1
79,79,79,2,565.06553,970,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
80,80,80,0,565.06553,749,0,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,0
81,81,81,1,565.06553,971,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
82,82,82,3,565.06553,826,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,0
83,83,83,1,565.06553,760,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
84,84,84,3,565.06553,912,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
85,85,85,3,565.06553,923,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,3
86,86,86,3,565.06553,710,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,1
87,87,87,3,565.06553,760,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,1
88,88,88,2,565.06553,831,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
89,89,89,3,565.06553,724,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,1
90,90,90,1,565.06553,809,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,2
91,91,91,2,565.06553,1008,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
92,92,92,1,565.06553,712,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
93,93,93,2,565.06553,1022,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,1
94,94,94,2,565.06553,937,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
95,95,95,2,565.06553,607,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,0
96,96,96,0,565.06553,844,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
97,97,97,3,565.06553,722,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,3
98,98,98,2,565.06553,760,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,3
99,99,99,1,565.06553,983,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
100,100,100,3,565.06553,667,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,0
101,101,101,2,565.06553,827,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,3
102,102,102,3,565.06553,828,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,2
103,103,103,2,565.06553,782,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
104,104,104,3,565.06553,736,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
105,105,105,2,565.06553,1092,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,0
106,106,106,0,565.06553,984,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,1
107,107,107,1,565.06553,886,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,3
108,108,108,3,565.06553,893,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
109,109,109,2,565.06553,775,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
110,110,110,3,565.06553,713,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,2
111,111,111,2,565.06553,846,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,3
112,112,112,2,565.06553,1066,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,1
113,113,113,3,565.06553,776,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,1
114,114,114,1,565.06553,1126,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,2
115,115,115,2,565.06553,986,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
116,116,116,2,565.06553,946,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,2
117,117,117,0,565.06553,777,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,3
118,118,118,3,565.06553,756,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,0
119,119,119,3,565.06553,927,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
120,120,120,3,565.06553,710,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,3
121,121,121,3,565.06553,698,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
122,122,122,0,565.06553,951,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,2
123,123,123,1,565.06553,860,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
124,124,124,1,565.06553,943,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
125,125,125,3,565.06553,1127,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
126,126,126,1,565.06553,738,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
127,127,127,0,565.06553,840,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,0
128,128,128,3,565.06553,823,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,1
129,129,129,0,565.06553,815,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
130,130,130,1,565.06553,994,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,1
131,131,131,3,565.06553,1142,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
132,132,132,0,565.06553,857,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,2
133,133,133,0,565.06553,1110,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,2
134,134,134,2,565.06553,720,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
135,135,135,3,565.06553,1098,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,1
136,136,136,0,565.06553,1123,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,1
137,137,137,2,565.06553,754,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,1
138,138,138,1,565.06553,1087,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,1
139,139,139,3,565.06553,803,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
140,140,140,1,565.06553,895,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,2
141,141,141,0,565.06553,1083,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,0
142,142,142,2,565.06553,979,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,3,0
143,143,143,1,565.06553,892,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
144,144,144,0,565.06553,713,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,0
145,145,145,3,565.06553,913,3,0,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,0
146,146,146,1,565.06553,1032,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,1
147,147,147,2,565.06553,899,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
148,148,148,1,565.06553,731,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,2
149,149,149,1,565.06553,708,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,3
150,150,150,3,565.06553,932,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,0
151,151,151,2,565.06553,958,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
152,152,152,1,565.06553,707,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
153,153,153,1,565.06553,879,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
154,154,154,2,565.06553,722,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,3
155,155,155,3,565.06553,976,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
156,156,156,1,565.06553,703,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
157,157,157,2,565.06553,1136,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
158,158,158,3,565.06553,739,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,2
159,159,159,3,565.06553,904,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
160,160,160,1,565.06553,834,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,2
161,161,161,2,565.06553,1001,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,1
162,162,162,0,565.06553,710,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,3
163,163,163,1,565.06553,988,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
164,164,164,2,565.06553,715,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,3
165,165,165,0,565.06553,849,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,1
166,166,166,1,565.06553,1041,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
167,167,167,2,565.06553,1093,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,3
168,168,168,3,565.06553,856,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
169,169,169,0,565.06553,937,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
170,170,170,0,565.06553,861,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,1
171,171,171,1,565.06553,991,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
172,172,172,1,565.06553,730,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
173,173,173,3,565.06553,843,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,1
174,174,174,2,565.06553,1040,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
175,175,175,0,565.06553,1068,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,2
176,176,176,1,565.06553,696,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
177,177,177,0,565.06553,866,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
178,178,178,3,565.06553,797,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
179,179,179,1,565.06553,948,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,3
180,180,180,1,565.06553,969,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
181,181,181,3,565.06553,746,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,2
182,182,182,1,565.06553,837,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
183,183,183,2,565.06553,848,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,3
184,184,184,2,565.06553,822,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,0
185,185,185,1,565.06553,1023,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
186,186,186,0,565.06553,756,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
187,187,187,3,565.06553,853,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
188,188,188,0,565.06553,874,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
189,189,189,1,565.06553,800,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,1
190,190,190,3,565.06553,749,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,0
191,191,191,1,565.06553,874,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
192,192,192,0,565.06553,829,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,1
193,193,193,3,565.06553,756,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
194,194,194,1,565.06553,885,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
195,195,195,2,565.06553,844,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
196,196,196,3,565.06553,1017,3,0,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,3
197,197,197,1,565.06553,779,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
198,198,198,3,565.06553,1114,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
199,199,199,0,565.06553,715,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,0
200,200,200,2,565.06553,877,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
201,201,201,2,565.06553,931,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,3,2
202,202,202,3,565.06553,787,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
203,203,203,2,565.06553,810,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,3
204,204,204,1,565.06553,759,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
205,205,205,2,565.06553,851,1,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,1,2
206,206,206,0,565.06553,1090,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,2
207,207,207,1,565.06553,919,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,3
208,208,208,1,565.06553,1027,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
209,209,209,0,565.06553,951,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,1
210,210,210,0,565.06553,745,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,0
211,211,211,0,565.06553,872,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
212,212,212,3,565.06553,1146,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
213,213,213,3,565.06553,784,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,1
214,214,214,1,565.06553,682,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,3
215,215,215,0,565.06553,1110,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,3
216,216,216,0,565.06553,881,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
217,217,217,0,565.06553,697,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,1
218,218,218,1,565.06553,812,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
219,219,219,2,565.06553,797,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
220,220,220,3,565.06553,1079,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
221,221,221,2,565.06553,799,0,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,3,3
222,222,222,3,565.06553,825,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,1
223,223,223,1,565.06553,1081,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
224,224,224,3,565.06553,1140,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
225,225,225,3,565.06553,721,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,0
226,226,226,3,565.06553,971,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
227,227,227,1,565.06553,839,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
228,228,228,0,565.06553,778,1,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,0
229,229,229,1,565.06553,1005,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,2
230,230,230,2,565.06553,793,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
231,231,231,0,565.06553,952,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,0
232,232,232,0,565.06553,717,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,1
233,233,233,3,565.06553,866,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,1
234,234,234,0,565.06553,721,0,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,1,3
235,235,235,0,565.06553,755,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,3
236,236,236,2,565.06553,756,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
237,237,237,2,565.06553,883,1,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,0
238,238,238,2,565.06553,1060,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
239,239,239,3,565.06553,1044,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
240,240,240,2,565.06553,708,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,1,3
241,241,241,2,565.06553,1043,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,0
242,242,242,2,565.06553,842,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
243,243,243,2,565.06553,707,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
244,244,244,3,565.06553,783,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,3,1
245,245,245,3,565.06553,810,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,2
246,246,246,3,565.06553,820,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
247,247,247,0,565.06553,711,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,1
248,248,248,1,565.06553,1124,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,1,2
