,cluster_id,seqlength,coh_cluster_1,coh_cluster_2,coh_cluster_3,time,coh_cluster,kmeans_time,kmeans_cluster_1,kmeans_cluster_2,kmeans_cluster_3,kmeans_clusters,ap_time,ap_cluster_1,ap_cluster_2,ap_cluster_3,ap_clusters,gmm_time,gmm_cluster_1,gmm_cluster_2,gmm_cluster_3,gmm_clusters
37,2,23,2,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
38,1,17,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
39,2,13,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
40,2,10,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
41,2,16,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
42,2,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
43,1,16,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
44,2,13,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
45,2,10,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
46,1,17,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
47,2,13,1,2,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
48,2,13,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
49,2,11,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
50,2,12,2,2,0,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
51,2,11,2,2,0,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
52,2,14,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
53,1,12,2,2,1,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
54,2,32,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
55,2,16,0,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
56,2,14,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
57,2,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
58,2,24,0,1,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
59,2,14,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
60,2,11,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
61,2,20,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
62,2,10,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
63,2,13,0,1,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
64,1,12,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
65,1,18,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
66,1,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
67,1,11,2,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
68,2,16,2,2,1,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
69,1,13,0,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
70,2,14,2,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
71,2,10,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
72,2,10,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
73,2,11,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
74,2,16,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
75,2,19,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
76,2,18,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
77,2,12,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
78,1,13,2,1,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
79,2,10,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
80,2,15,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
81,2,10,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
82,2,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
83,1,12,2,2,1,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
84,2,11,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
85,2,12,0,2,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
86,1,10,2,2,1,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
87,1,10,0,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
88,2,13,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
89,1,15,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
90,2,10,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
91,1,24,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
92,1,10,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
93,1,13,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
94,2,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
95,2,10,0,2,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
96,2,34,2,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
97,2,10,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
98,2,13,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
99,2,14,2,1,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
100,2,10,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
101,2,12,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
102,2,13,2,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
103,2,17,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
104,1,11,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
105,2,12,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
106,2,33,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
107,1,17,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
108,1,12,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
109,2,19,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
110,2,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
111,2,18,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
112,2,11,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
113,2,12,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
114,2,34,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
115,2,12,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
116,2,11,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
117,2,10,0,2,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
118,2,10,1,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
119,2,26,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
120,1,15,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
121,2,12,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
122,2,12,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
123,2,11,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
124,2,11,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
125,1,10,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
126,2,10,2,2,0,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
127,2,14,0,1,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
128,2,10,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
129,2,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
130,2,13,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
131,2,10,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
132,2,12,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
133,1,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
134,2,17,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
135,1,12,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
136,2,10,2,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
137,2,11,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
138,2,13,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
139,2,10,0,2,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
140,1,12,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
141,2,16,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
142,2,13,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
143,2,11,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
144,2,12,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
145,2,11,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
146,1,12,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
147,2,10,2,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
148,2,12,0,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
149,1,14,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
150,1,32,2,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
151,2,14,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
152,2,21,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
153,2,33,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
154,2,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
155,2,12,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
156,1,10,2,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
157,2,11,2,1,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
158,2,13,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
159,2,13,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
160,2,10,0,1,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
161,2,10,0,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
162,1,14,2,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
163,1,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
164,2,10,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
165,2,10,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
166,2,10,2,1,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
167,2,11,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
168,1,15,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
169,1,13,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
170,2,11,2,0,1,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
171,2,10,0,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
172,2,13,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
173,2,11,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
174,2,10,1,0,1,824.3467799999999,1.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
175,2,10,0,1,2,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,2,0.0
176,2,12,0,1,2,824.3467799999999,0.0,11461.00096,0,1,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
177,2,10,0,2,2,824.3467799999999,2.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,1,0.0
178,1,10,1,0,0,824.3467799999999,0.0,11461.00096,0,0,0,0.0,12851.419000000002,-1,-1,-1,-1,11892.48912,0,0,0,0.0
